passengerId1,passengerId2,numberOfFlightsTogether
5056,9977,4
3093,5044,4
1560,11808,4
4853,11853,4
4497,9177,4
6471,9898,4
637,8684,4
9369,9725,4
12136,12163,4
4514,5459,4
556,2185,4
5021,8406,4
5277,8030,4
5277,7682,4
10719,11948,4
10785,11898,4
582,10714,4
8030,11817,4
9557,10123,4
3894,11719,4
2323,6184,4
3846,10592,4
6308,8821,4
12302,12318,4
1563,3720,4
559,4242,4
1521,9659,4
293,11963,4
2391,8323,4
1737,10728,4
1004,9862,4
1115,6458,4
7579,11105,4
75,1099,4
1337,9988,4
8541,12204,4
9114,11014,4
3298,5925,4
4796,9472,4
2783,10484,4
11224,12005,4
12542,12596,4
10683,11909,4
953,1573,4
3316,4112,4
1860,6924,4
5538,12220,4
7904,9942,4
611,1911,4
3409,11239,4
2258,8095,4
4082,6438,4
5747,6458,4
12918,12942,4
9791,12230,4
3993,12486,4
2904,5686,4
1762,2835,4
4420,9174,4
13406,13420,4
7868,8009,4
2160,12298,4
5201,11515,4
11360,12006,4
8765,9725,4
72,2894,4
13830,13870,4
1225,2468,4
8581,11847,4
8581,9179,4
9121,9846,4
4882,6189,4
8326,9919,4
686,11701,4
11527,12516,4
13246,13520,4
2065,9321,4
12286,13560,4
6335,13251,4
2536,13657,4
9864,11213,4
8025,10585,4
2055,2512,4
3194,7917,4
9280,11496,4
6437,12948,4
5212,10605,4
8234,12841,4
4069,10229,4
6939,13842,4
1641,3488,4
9636,12401,4
1181,6695,4
1977,4370,4
3235,7433,4
2069,11587,4
2106,3897,4
5201,13296,4
245,7584,4
2041,7624,4
132,5101,4
1694,2814,4
12163,12301,4
9688,12301,4
978,3679,4
14725,14754,4
14782,14787,4
14724,14734,4
14716,14779,4
3874,12794,4
15167,15180,4
15179,15193,4
106,165,4
172,177,4
243,266,4
756,780,4
812,832,4
849,862,4
1024,1089,4
1311,1369,4
1420,1479,4
615,624,4
385,749,4
768,1031,4
334,733,4
1842,1878,4
2124,2140,4
2151,2167,4
2135,2169,4
2111,2189,4
2137,2148,4
2114,2136,4
2234,2250,4
3479,3491,4
3401,3428,4
1598,2653,4
3548,3593,4
740,3461,4
3712,3719,4
3808,3824,4
603,3195,4
263,2199,4
2153,3122,4
4164,4197,4
2576,3123,4
2522,3180,4
4249,4274,4
289,739,4
2123,3479,4
1692,2563,4
4362,4364,4
2514,3941,4
4423,4459,4
4417,4423,4
4488,4493,4
2405,3639,4
2458,3603,4
4084,4359,4
4610,4688,4
2717,2816,4
1369,2867,4
910,3046,4
1993,4317,4
2229,3913,4
2075,3525,4
2264,2406,4
5321,5354,4
988,3571,4
2255,3639,4
1321,3639,4
3821,5302,4
2942,3041,4
3748,5175,4
3482,3752,4
5408,5431,4
5420,5458,4
5409,5456,4
395,1598,4
2710,5025,4
4148,5180,4
2992,4376,4
915,5483,4
2783,5401,4
4016,5483,4
1482,5410,4
1167,2911,4
5716,5735,4
5743,5788,4
5760,5800,4
1846,1954,4
719,1592,4
4700,4990,4
2792,4947,4
2781,4947,4
311,2623,4
1258,2565,4
2106,2998,4
696,2647,4
226,2068,4
6025,6082,4
6152,6176,4
2555,4517,4
1034,5773,4
1190,5232,4
1692,5434,4
2389,2861,4
1554,3016,4
2092,2994,4
6818,6877,4
1108,4554,4
4212,4646,4
4292,4346,4
3940,4285,4
7005,7099,4
7447,7499,4
4152,7505,4
822,3657,4
1311,5768,4
1569,5755,4
1994,2260,4
53,5370,4
5076,5885,4
8113,8169,4
391,1464,4
1766,2453,4
3506,8398,4
1319,8350,4
2530,2870,4
1291,1638,4
1769,3368,4
2088,2101,4
857,937,4
7774,7835,4
5074,7439,4
1817,4942,4
997,6836,4
997,6889,4
5964,6833,4
5964,6848,4
5443,6844,4
5500,5761,4
4990,6836,4
5720,6855,4
1865,6832,4
5491,6469,4
4412,6809,4
378,8450,4
3093,6900,4
2443,5022,4
6891,7833,4
1190,2714,4
273,5978,4
2862,3914,4
2906,4421,4
8827,8879,4
8985,8992,4
3762,6777,4
4550,6097,4
551,3115,4
9069,9100,4
1794,7874,4
1700,5361,4
4249,7868,4
1635,6707,4
4268,8142,4
4395,5819,4
4983,5911,4
5037,7033,4
6486,7034,4
9640,9659,4
9768,9799,4
869,1673,4
1430,8558,4
4580,8994,4
4895,9987,4
4076,4329,4
5683,7131,4
1031,2310,4
8983,9626,4
7640,9766,4
6827,8112,4
6474,8658,4
6447,10384,4
6084,10373,4
10430,10453,4
10433,10492,4
10419,10496,4
10424,10440,4
10467,10478,4
4769,7951,4
813,2926,4
10558,10564,4
8836,9791,4
3025,9935,4
8120,9229,4
1337,7134,4
262,3025,4
2534,8685,4
3519,5058,4
3589,7153,4
10756,10786,4
10764,10770,4
10705,10780,4
10751,10760,4
11111,11175,4
11157,11180,4
11156,11198,4
4467,11275,4
4467,5459,4
8262,10727,4
3618,10767,4
8260,10791,4
1342,6447,4
1321,3112,4
1927,10975,4
2718,8114,4
8195,10975,4
7998,10975,4
4330,6711,4
839,5953,4
2516,7364,4
4168,9287,4
5299,9751,4
5227,6541,4
763,11090,4
10388,10962,4
237,10083,4
736,6053,4
1404,7809,4
3851,10016,4
4336,7579,4
241,4689,4
6522,7579,4
2108,8424,4
371,7706,4
3432,6548,4
4188,4337,4
2117,5530,4
9300,10449,4
3117,9539,4
1149,3522,4
6480,8005,4
6180,9068,4
620,11948,4
4827,11221,4
637,4827,4
9385,11400,4
3531,3677,4
4802,10975,4
9049,9833,4
3611,3924,4
4945,10234,4
1240,11874,4
4070,8163,4
582,1822,4
8653,10089,4
628,10328,4
5943,8684,4
11057,11723,4
2275,3309,4
1879,4868,4
12428,12494,4
3581,9893,4
6080,10604,4
1845,12276,4
9906,11284,4
4978,10179,4
4903,9062,4
5925,11378,4
8981,11267,4
374,7767,4
7266,8821,4
33,12050,4
919,6428,4
871,11046,4
12542,12600,4
2185,6823,4
1573,4707,4
9094,12559,4
10329,12533,4
10069,12210,4
4791,6372,4
993,10315,4
7324,8317,4
3332,10141,4
12771,12772,4
318,1537,4
12880,12887,4
10478,12074,4
8754,10753,4
12088,12859,4
5603,12436,4
524,1133,4
3524,4503,4
448,968,4
8594,12301,4
3910,5295,4
3773,6923,4
13264,13272,4
3220,12273,4
3529,8529,4
3513,3889,4
905,6146,4
7657,10554,4
3665,9904,4
72,2427,4
13753,13791,4
10857,12968,4
12935,13105,4
1162,1611,4
18,13874,4
6107,12085,4
5635,13651,4
7286,7987,4
6335,10557,4
11871,12570,4
2437,6987,4
7853,10798,4
3615,9653,4
9171,12594,4
2274,9505,4
7321,8664,4
4450,13295,4
2565,10858,4
435,1466,4
998,13276,4
11326,11847,4
2055,8621,4
1977,3206,4
5171,7710,4
2035,14018,4
7721,8383,4
5802,10795,4
170,5175,4
5237,10314,4
1770,13253,4
3897,13249,4
183,9974,4
183,7060,4
2106,2994,4
532,13380,4
4191,12551,4
356,8556,4
7194,13163,4
10938,13296,4
245,10393,4
14253,14260,4
11508,13195,4
4755,11572,4
1196,9890,4
3451,14071,4
14750,14796,4
15146,15160,4
165,175,4
816,877,4
811,852,4
832,851,4
832,899,4
923,972,4
948,950,4
1214,1241,4
1377,1393,4
1452,1454,4
607,624,4
814,829,4
1012,1016,4
721,1035,4
724,1026,4
395,752,4
704,1045,4
1807,1823,4
1962,1987,4
1904,1973,4
1922,1960,4
2004,2048,4
2126,2135,4
2130,2148,4
2130,2189,4
2134,2145,4
2129,2155,4
2270,2286,4
2207,2291,4
2207,2251,4
2243,2277,4
2465,2474,4
2426,2486,4
2530,2586,4
2612,2624,4
2965,2985,4
2928,2965,4
3173,3180,4
3142,3148,4
1269,1561,4
1247,2681,4
3526,3528,4
3578,3586,4
3516,3545,4
648,3108,4
746,3461,4
1053,3461,4
328,3488,4
364,3402,4
3904,3913,4
3930,3931,4
3902,3990,4
4075,4080,4
4066,4069,4
4087,4092,4
289,3151,4
679,3159,4
609,3151,4
391,2822,4
4353,4362,4
961,2939,4
2570,2699,4
2514,3931,4
274,1544,4
848,3742,4
2221,3510,4
2223,3547,4
2241,3507,4
4406,4487,4
4420,4474,4
2001,2500,4
627,1046,4
4640,4672,4
4625,4679,4
4628,4668,4
1444,2816,4
167,1817,4
1465,2717,4
2727,2879,4
962,2743,4
2509,4700,4
2032,4113,4
1728,2685,4
173,3634,4
121,2440,4
2570,4478,4
5251,5275,4
977,2458,4
2273,2405,4
941,2910,4
1343,3509,4
1452,4968,4
405,5396,4
3818,5344,4
5456,5471,4
5416,5420,4
5412,5446,4
5402,5494,4
2802,4376,4
5643,5682,4
1430,4224,4
5704,5771,4
5735,5757,4
4611,4977,4
1651,4512,4
2998,3493,4
311,3999,4
402,5143,4
402,3587,4
338,2488,4
1547,2647,4
226,3415,4
5905,5950,4
5926,5948,4
6014,6060,4
6022,6046,4
2760,5708,4
1337,4972,4
1617,2509,4
3572,5460,4
1572,4609,4
2376,2518,4
4255,4609,4
1046,4300,4
6912,6938,4
7306,7366,4
2976,7560,4
833,1892,4
7629,7650,4
7604,7636,4
4121,7033,4
1009,7612,4
1263,4148,4
7706,7713,4
7719,7733,4
2909,7331,4
3668,4217,4
1994,3661,4
652,2288,4
8214,8300,4
5711,6803,4
899,3231,4
4900,8386,4
1638,4613,4
202,5905,4
4752,5866,4
1955,8256,4
2203,2724,4
1452,7110,4
6328,7160,4
3436,3762,4
7882,8307,4
7861,8307,4
3472,7582,4
603,8031,4
2789,4554,4
324,6878,4
5993,6829,4
997,6824,4
5443,6469,4
5977,6848,4
2717,6825,4
2993,4942,4
3312,5529,4
6915,7451,4
4072,4798,4
2665,8373,4
8704,8732,4
920,4805,4
1230,2906,4
441,1230,4
4550,7685,4
8928,8950,4
8914,8979,4
3078,7139,4
5978,7550,4
4541,7665,4
4072,4497,4
4786,5289,4
1833,5289,4
551,7694,4
511,1730,4
6372,8283,4
9003,9088,4
9153,9177,4
4854,7858,4
5867,8577,4
3650,8577,4
6703,7872,4
1940,7602,4
2857,5566,4
2857,6745,4
8250,9027,4
4700,5590,4
833,8782,4
9363,9392,4
3867,7754,4
9602,9613,4
9642,9696,4
9624,9630,4
9682,9700,4
2973,8381,4
1401,3237,4
8509,8895,4
869,8518,4
135,1444,4
2472,6507,4
10043,10057,4
5652,9664,4
300,8824,4
5572,5683,4
3119,9303,4
1067,2310,4
5113,7242,4
627,4713,4
7568,8137,4
8171,8679,4
6694,6769,4
5048,10199,4
701,9398,4
4670,10358,4
10412,10418,4
10407,10440,4
10403,10405,4
10457,10473,4
10405,10420,4
10471,10490,4
10440,10497,4
10434,10492,4
10466,10484,4
8591,9264,4
5876,6707,4
10503,10509,4
6584,9935,4
203,2226,4
10702,10710,4
10766,10791,4
10726,10753,4
10701,10710,4
10720,10786,4
10719,10751,4
1300,6888,4
11124,11200,4
11101,11103,4
11142,11180,4
11109,11145,4
11102,11128,4
11153,11198,4
11114,11187,4
11265,11276,4
4496,11256,4
11404,11435,4
17,10530,4
1342,10253,4
4092,8714,4
11571,11583,4
5574,7062,4
5771,8672,4
896,4715,4
3573,11355,4
10523,11060,4
950,3888,4
11837,11876,4
11812,11879,4
40,11420,4
8403,9267,4
5991,11803,4
2957,4110,4
11947,11962,4
7919,10350,4
4823,7579,4
3275,4728,4
1296,10083,4
1762,4337,4
400,614,4
1041,4580,4
1041,6522,4
2489,10083,4
3432,10017,4
728,6522,4
2503,4318,4
4188,5530,4
6053,10058,4
3309,9305,4
4363,4641,4
6827,8877,4
6084,9300,4
5873,11957,4
4789,6522,4
2411,5530,4
47,4675,4
6114,7510,4
3029,11946,4
3299,11948,4
8644,11948,4
4853,6171,4
2054,9389,4
3963,11225,4
9063,11407,4
4404,10841,4
1056,2000,4
1240,8353,4
8901,9561,4
3877,8245,4
5690,7693,4
3934,10478,4
9294,12243,4
1608,5702,4
2201,9874,4
1525,8785,4
8544,9833,4
5747,10354,4
7393,10596,4
2123,3645,4
2685,7579,4
1282,4217,4
1681,5009,4
264,9615,4
3551,3997,4
8450,10227,4
7319,12100,4
7477,11534,4
92,2185,4
4707,11649,4
1084,7220,4
393,8684,4
4190,6352,4
6523,9721,4
7770,10238,4
1994,12537,4
611,2949,4
3524,4210,4
996,8339,4
7036,8315,4
11896,12358,4
1733,12063,4
8365,9294,4
9294,10141,4
12785,12793,4
1263,11329,4
10395,10515,4
8959,11867,4
2594,6737,4
2258,10406,4
11727,12850,4
1266,4551,4
2068,11796,4
4496,8252,4
2545,3465,4
968,9704,4
2522,5147,4
13623,13644,4
13665,13694,4
13612,13640,4
5319,10154,4
3528,7200,4
9707,9904,4
7237,9633,4
13748,13791,4
2462,13112,4
1154,7850,4
1083,8892,4
10314,11872,4
2685,9466,4
3041,10798,4
4021,13657,4
926,10115,4
5757,13605,4
289,13680,4
2829,11717,4
14048,14076,4
6809,9217,4
170,12401,4
3364,5380,4
14135,14186,4
4957,7114,4
2112,4685,4
7194,13218,4
2106,2548,4
10212,13364,4
712,8556,4
3586,7584,4
6575,8178,4
8590,13565,4
1057,8434,4
6764,11070,4
7094,14095,4
14644,14657,4
14636,14659,4
14770,14782,4
14761,14776,4
14718,14769,4
14718,14780,4
14708,14771,4
8961,15188,4
210,274,4
561,593,4
655,696,4
742,769,4
341,1021,4
1250,1292,4
1205,1248,4
709,1053,4
360,739,4
1548,1551,4
1823,1848,4
1942,1976,4
1942,1946,4
2130,2134,4
2111,2136,4
2134,2136,4
2107,2126,4
2110,2158,4
2110,2182,4
2230,2256,4
2228,2253,4
2265,2289,4
2429,2438,4
2512,2515,4
2879,2894,4
2913,2984,4
3108,3135,4
3275,3286,4
3317,3380,4
230,625,4
3438,3479,4
3402,3439,4
3519,3547,4
724,3440,4
772,3421,4
3756,3770,4
3738,3751,4
4002,4084,4
4063,4083,4
4007,4012,4
554,2712,4
650,2560,4
1506,3901,4
4204,4215,4
739,3122,4
255,1243,4
960,2960,4
4316,4371,4
4313,4391,4
4346,4373,4
913,1367,4
1370,2941,4
4041,4304,4
4425,4491,4
4452,4466,4
368,1504,4
4645,4646,4
1813,2752,4
1911,3266,4
2411,3700,4
2440,3689,4
2392,2432,4
5265,5280,4
941,1343,4
2924,3635,4
308,3713,4
644,1126,4
5421,5500,4
5496,5499,4
5409,5471,4
5402,5426,4
5402,5499,4
3311,3486,4
5548,5561,4
5618,5693,4
2969,5421,4
1052,4384,4
2143,2911,4
4678,5319,4
5704,5768,4
5714,5749,4
5811,5859,4
4630,4980,4
1808,4946,4
1597,3941,4
848,5805,4
419,1258,4
2454,3493,4
338,2635,4
6358,6376,4
989,5944,4
574,1106,4
4972,5498,4
157,222,4
3861,4593,4
2560,3937,4
4552,4609,4
1651,5460,4
1651,5450,4
3527,4967,4
6532,6556,4
6524,6591,4
2216,4002,4
5647,6111,4
6801,6860,4
1651,2775,4
4646,5009,4
6904,6989,4
4739,6570,4
7005,7083,4
7033,7061,4
688,2074,4
7141,7188,4
7118,7123,4
7407,7454,4
7550,7554,4
2501,5738,4
7608,7616,4
4407,5910,4
7837,7860,4
670,7392,4
1994,5370,4
652,2062,4
652,5092,4
8024,8078,4
8046,8088,4
2501,6111,4
8226,8300,4
8314,8331,4
1024,7511,4
6600,8276,4
6146,8233,4
3293,4344,4
2035,2101,4
831,4002,4
4154,7885,4
7884,8326,4
554,3472,4
3472,7463,4
5769,6830,4
5993,6872,4
6408,6870,4
2734,6853,4
5977,6824,4
959,6047,4
2717,6884,4
5440,6893,4
6077,6824,4
3544,6827,4
1865,6829,4
6159,6725,4
2620,6938,4
5390,8386,4
2440,5551,4
1230,8158,4
1230,7645,4
95,7606,4
8958,8987,4
8957,8979,4
8950,8960,4
2035,7563,4
606,6097,4
8127,8656,4
546,7694,4
1733,6339,4
4338,8257,4
9007,9052,4
9035,9098,4
1335,4761,4
5800,7172,4
1581,6550,4
1050,3743,4
6339,9095,4
1940,3278,4
4249,7602,4
1635,6703,4
9252,9298,4
9247,9291,4
9259,9265,4
1613,5911,4
1789,4700,4
3409,8280,4
8048,8961,4
534,860,4
7342,9278,4
3703,4483,4
1444,8518,4
9930,9989,4
9910,9987,4
2811,3119,4
707,6718,4
4627,5482,4
4546,9910,4
1401,9370,4
187,4860,4
4270,9686,4
9095,9346,4
2719,8270,4
855,3508,4
7568,8679,4
10357,10389,4
1190,7696,4
7538,8044,4
10427,10437,4
10409,10461,4
10417,10481,4
10438,10476,4
10416,10440,4
10442,10458,4
429,8905,4
9363,9859,4
3937,10409,4
6100,10394,4
8017,9393,4
4283,7505,4
5571,10697,4
4404,10668,4
6304,9356,4
5207,7185,4
4613,6453,4
4613,6474,4
4170,6827,4
2937,8803,4
10713,10727,4
10751,10762,4
4019,8503,4
3968,7582,4
10814,10900,4
10832,10899,4
10858,10875,4
2851,10612,4
1657,9399,4
11128,11183,4
11178,11193,4
11127,11160,4
11103,11176,4
11115,11165,4
11105,11155,4
11109,11173,4
8273,10945,4
3616,5459,4
3029,9752,4
8260,10712,4
11359,11393,4
203,8515,4
219,10395,4
10536,10697,4
1737,2581,4
1703,11025,4
288,10975,4
288,8114,4
11839,11869,4
5092,7153,4
2392,10910,4
9653,9812,4
855,8290,4
7336,7837,4
582,3554,4
2443,2790,4
2479,10037,4
2479,4188,4
4337,9659,4
4364,10037,4
400,8424,4
371,2479,4
6053,7098,4
5069,5225,4
2851,11408,4
5873,11906,4
8003,11747,4
12073,12077,4
10083,11201,4
503,4188,4
1528,4737,4
6827,8257,4
4170,9380,4
5056,8257,4
7919,9758,4
1988,9700,4
8295,10985,4
1900,2410,4
2718,10010,4
5058,5207,4
2000,10714,4
6777,8163,4
1966,3322,4
8574,11880,4
4451,6464,4
8163,11898,4
10326,11834,4
5690,8323,4
3993,8323,4
7191,8684,4
8653,9127,4
7983,10089,4
4502,11719,4
9685,11723,4
6030,9828,4
5548,9511,4
12405,12427,4
344,6575,4
2681,6032,4
5027,7834,4
932,7833,4
6089,8265,4
871,10261,4
130,10310,4
9465,11662,4
7068,11284,4
603,5260,4
350,11315,4
1872,3247,4
1972,3336,4
6102,11711,4
3486,12113,4
7463,10261,4
9676,11142,4
1189,4707,4
1218,5002,4
1084,7975,4
8836,9233,4
687,10350,4
5046,10365,4
1470,5046,4
1327,4016,4
86,6056,4
1352,8365,4
8208,11676,4
52,6074,4
6883,7823,4
4329,11537,4
972,8529,4
8082,9978,4
1709,6858,4
10394,12436,4
5690,7453,4
3524,6905,4
11694,12997,4
6027,12648,4
798,11341,4
7200,11341,4
8674,12899,4
3220,10880,4
2158,9932,4
13613,13658,4
5319,5483,4
5483,9443,4
9138,11416,4
9512,11588,4
2333,3512,4
11847,13233,4
412,5721,4
6138,8732,4
9152,11527,4
6001,10767,4
12697,13619,4
289,11483,4
1466,10631,4
2251,13251,4
14069,14076,4
7846,13781,4
10585,10685,4
7877,13391,4
1025,2485,4
5405,7917,4
3889,11026,4
10229,10685,4
1138,7846,4
800,3791,4
2966,4969,4
3319,5212,4
3610,9043,4
712,4770,4
5634,9540,4
3048,4301,4
1242,10908,4
1992,14095,4
1992,12163,4
10784,14093,4
6027,14070,4
1057,8106,4
14626,14642,4
14669,14684,4
14739,14759,4
14739,14776,4
14776,14782,4
14705,14727,4
14705,14769,4
4090,15113,4
6,50,4
112,190,4
320,385,4
756,794,4
811,823,4
891,898,4
937,996,4
969,974,4
1479,1481,4
319,344,4
802,816,4
925,998,4
330,1002,4
1423,1456,4
354,755,4
341,760,4
750,1021,4
362,792,4
1967,1979,4
1938,1988,4
1918,1923,4
2120,2154,4
2126,2168,4
2135,2185,4
2130,2135,4
2129,2145,4
2110,2137,4
2261,2290,4
2413,2425,4
2477,2482,4
2457,2476,4
72,190,4
2664,2700,4
2974,2975,4
3303,3308,4
255,670,4
3446,3493,4
3402,3447,4
3561,3565,4
685,2134,4
3607,3677,4
3758,3764,4
3911,3988,4
3913,3955,4
4029,4080,4
4004,4026,4
4017,4051,4
289,673,4
292,2178,4
286,3198,4
443,2570,4
205,2570,4
154,2329,4
4254,4294,4
2152,3444,4
2199,3421,4
1394,2968,4
913,1370,4
951,2941,4
949,2942,4
1673,3913,4
2514,3980,4
2441,3654,4
2378,2500,4
4506,4546,4
1622,2580,4
4617,4655,4
2886,3120,4
1866,3087,4
58,2725,4
1976,3225,4
2457,3689,4
2969,4007,4
2404,3585,4
5310,5390,4
5307,5394,4
988,2325,4
2255,2437,4
126,2910,4
5490,5496,4
5406,5412,4
5402,5438,4
5502,5540,4
4309,5408,4
4059,5463,4
889,972,4
960,4135,4
1430,4678,4
4237,5390,4
4224,5026,4
4223,5067,4
5730,5768,4
5726,5740,4
5706,5711,4
5782,5799,4
5717,5764,4
5742,5762,4
1254,4322,4
719,1538,4
4611,4911,4
1853,4947,4
624,1599,4
5942,5977,4
805,4179,4
6012,6051,4
6007,6090,4
6148,6167,4
6201,6256,4
5421,6051,4
1769,2446,4
6409,6428,4
4552,4632,4
3937,4300,4
4300,5025,4
1046,5053,4
1662,2403,4
5574,6718,4
7882,7900,4
5347,7392,4
2075,4217,4
53,4314,4
1531,2290,4
8112,8137,4
8106,8117,4
8505,8511,4
1532,4321,4
732,3188,4
4891,7557,4
4897,5318,4
1638,3175,4
1076,2578,4
1715,4955,4
6501,7167,4
1028,7180,4
1684,2797,4
758,5426,4
6071,6832,4
5798,6869,4
1619,3576,4
184,2773,4
4990,6827,4
5491,5744,4
4481,6848,4
905,1447,4
5799,6054,4
4536,7460,4
4876,7581,4
2227,5912,4
2383,7843,4
485,7884,4
1078,8256,4
3093,8216,4
3898,5482,4
606,7662,4
2326,4550,4
8837,8893,4
8904,8984,4
1570,8078,4
3590,7645,4
1734,8654,4
6180,6372,4
9068,9100,4
9014,9068,4
3657,5740,4
2967,8202,4
4613,4846,4
906,7879,4
5764,8557,4
4047,8721,4
6707,8289,4
3735,4249,4
6345,9066,4
4627,4904,4
6020,8073,4
5549,6867,4
4200,6259,4
3300,9057,4
9321,9368,4
9382,9384,4
9304,9337,4
9413,9499,4
9686,9696,4
9727,9773,4
866,6857,4
2134,3043,4
3703,6208,4
9937,9977,4
4510,5370,4
3445,5560,4
1430,7193,4
57,6396,4
4556,5109,4
2068,6441,4
7209,7718,4
1338,7209,4
5989,6813,4
3439,9649,4
4076,9611,4
1982,9601,4
9255,9997,4
2797,7636,4
10117,10184,4
3622,7879,4
4451,8724,4
392,4391,4
618,8390,4
4541,7640,4
3089,4391,4
6478,8197,4
3998,5233,4
4404,9333,4
10415,10480,4
10431,10470,4
10433,10440,4
10433,10482,4
10429,10472,4
10442,10446,4
4329,6458,4
2443,8078,4
10762,10771,4
10785,10786,4
2274,2969,4
11129,11175,4
11141,11160,4
11115,11188,4
11131,11158,4
11135,11169,4
11140,11200,4
11136,11138,4
11225,11262,4
1831,3029,4
2097,6777,4
2945,10744,4
1715,10731,4
11417,11442,4
1451,11047,4
1423,11001,4
9777,10697,4
1052,6912,4
2701,4778,4
11572,11587,4
9363,10871,4
8234,10814,4
11662,11680,4
11683,11698,4
11742,11773,4
11721,11784,4
5137,9864,4
7638,7890,4
1423,9495,4
5092,10862,4
7240,7418,4
5361,11744,4
3462,6116,4
456,2861,4
6823,9540,4
5056,9380,4
2479,5696,4
1138,5209,4
4336,6053,4
5696,6024,4
1762,4689,4
1762,10083,4
4584,10023,4
371,4728,4
371,7809,4
1283,4689,4
4188,6548,4
11478,11939,4
241,2744,4
335,5116,4
3553,7976,4
4713,7910,4
4315,4816,4
2544,10536,4
10253,10819,4
4363,9068,4
5136,6900,4
1383,4497,4
8684,9389,4
6959,8947,4
3531,11407,4
870,5058,4
7837,11898,4
5093,10767,4
5021,8353,4
4451,5096,4
7560,7682,4
8851,10716,4
382,7682,4
258,2489,4
2054,5116,4
1079,2458,4
2062,4917,4
628,10095,4
4737,8128,4
4737,9493,4
1417,5867,4
6458,12243,4
2722,9501,4
5563,7820,4
2276,4735,4
4242,8505,4
12434,12497,4
2097,8544,4
1041,10640,4
1041,3191,4
3660,4781,4
9557,10731,4
2468,7341,4
3569,7453,4
1096,10691,4
8350,11294,4
3491,10376,4
8988,9114,4
1202,1511,4
3573,6135,4
7477,10261,4
4227,11074,4
1464,10862,4
6084,11784,4
6658,12381,4
2949,3977,4
8901,11483,4
6459,7380,4
139,7358,4
829,7368,4
6497,8910,4
2690,4415,4
10722,12355,4
12761,12764,4
5995,6737,4
6303,11644,4
6843,11530,4
2545,4774,4
7166,7744,4
2197,2214,4
5958,8529,4
13608,13693,4
4645,5483,4
1689,8871,4
9256,11353,4
3410,11553,4
1050,10001,4
1071,9465,4
5796,10938,4
3957,9300,4
7286,13842,4
8017,9017,4
1083,1883,4
5610,11186,4
8036,12570,4
1151,12354,4
5910,13638,4
210,11326,4
3128,9901,4
4181,5760,4
6976,8007,4
3309,6800,4
2292,13264,4
712,9974,4
532,1229,4
5111,8446,4
6733,9994,4
2426,10165,4
6414,10837,4
8763,10938,4
4755,7712,4
2966,5560,4
4822,7609,4
8434,13620,4
2814,3638,4
8243,13276,4
12908,14059,4
3235,10595,4
14751,14793,4
14751,14795,4
14741,14778,4
14761,14769,4
7148,8076,4
15176,15193,4
650,677,4
848,895,4
801,813,4
849,859,4
1154,1197,4
1311,1363,4
501,598,4
711,745,4
364,1021,4
330,1023,4
1302,1369,4
354,771,4
724,1007,4
774,1025,4
392,759,4
362,764,4
1605,1697,4
1830,1867,4
1914,1946,4
1920,1938,4
1918,1954,4
1933,1966,4
2144,2154,4
2185,2187,4
2109,2136,4
2163,2169,4
2125,2193,4
2107,2122,4
2110,2144,4
2227,2294,4
2257,2283,4
2211,2232,4
2206,2281,4
2436,2450,4
2424,2439,4
2453,2490,4
6,2082,4
2527,2551,4
2756,2777,4
2863,2868,4
2946,2964,4
3019,3021,4
3049,3076,4
280,604,4
3401,3495,4
3411,3471,4
1223,1503,4
3546,3555,4
3520,3550,4
3552,3600,4
3623,3666,4
751,3405,4
760,3421,4
1001,3477,4
3921,3967,4
3939,3967,4
4028,4082,4
263,609,4
263,3182,4
682,2536,4
358,1670,4
482,3120,4
1066,3913,4
64,3041,4
4237,4253,4
740,2152,4
3159,3475,4
4321,4399,4
928,2968,4
918,1332,4
4042,4362,4
4012,4362,4
2276,3505,4
4401,4423,4
4403,4415,4
4474,4493,4
2334,3635,4
2407,3603,4
4584,4598,4
4020,4384,4
4672,4675,4
4617,4700,4
951,2816,4
2486,3653,4
2457,3634,4
2426,3669,4
4902,5000,4
5352,5377,4
2932,3675,4
3537,3648,4
1028,3540,4
1035,5186,4
1043,3752,4
5477,5478,4
5463,5478,4
5423,5426,4
4178,5367,4
457,1598,4
5664,5685,4
5615,5626,4
930,5409,4
4217,4522,4
1326,2143,4
334,3924,4
1654,4387,4
374,2998,4
5951,5989,4
5972,5994,4
1943,3226,4
6012,6015,4
6120,6146,4
3368,4199,4
510,5215,4
507,2100,4
592,1701,4
1586,6027,4
391,5420,4
1662,5460,4
3940,4593,4
4967,5422,4
2509,5434,4
1572,4542,4
411,3650,4
6807,6867,4
3295,4609,4
1586,4082,4
5053,6092,4
1538,5467,4
4292,5042,4
1476,4212,4
6921,6981,4
6960,6987,4
7074,7092,4
7112,7148,4
7136,7148,4
7447,7490,4
7424,7486,4
7530,7569,4
1365,5918,4
7636,7637,4
3994,4876,4
7741,7779,4
7719,7778,4
1528,5321,4
7864,7865,4
3163,3503,4
2443,3573,4
3668,5310,4
4253,4313,4
8194,8197,4
3932,7141,4
732,1532,4
187,2528,4
2387,6515,4
876,6572,4
888,7110,4
877,3762,4
2267,7853,4
721,7192,4
1436,4278,4
5668,7029,4
5494,6833,4
5494,6897,4
4373,6814,4
959,5481,4
959,4607,4
5761,6016,4
4316,6858,4
4316,6884,4
3120,6049,4
6469,6830,4
4990,6408,4
5788,6814,4
1865,3120,4
4942,6889,4
4412,6885,4
